composition,trial,time,acetate,biomass,butanol,butyrate,ethanol
3,2,5.2,48.97483280542987,0.47055245636716186,8.052813606981251,3.860586716224949,100.59188406593402
3,2,5.3,47.58087178409825,0.470515255332902,8.416191273432446,3.8595832902391694,102.2351461538461
3,2,5.4,46.32193063994828,0.4703731738849381,8.793012863606975,3.846288493859078,103.88510879120872
3,2,5.5,45.19800937297994,0.4701262120232703,9.183278377504841,3.8207023270846747,105.54177197802188
3,2,5.6,44.20910798319325,0.46977436974789855,9.586987815126044,3.78282478991596,107.2051357142856
3,2,5.7,43.35522647058819,0.46931764705882284,10.00414117647058,3.732655882352933,108.87519999999985
4,1,0.0,7.442660633484206,0.28575565610859877,0.09606787330316795,0.18516289592760277,16.39097285067882
4,1,0.1,9.265737556561138,0.282751131221721,0.09693665158371094,0.19084615384615486,16.222375565610946
4,1,0.2,11.98186877828061,0.280923981900454,0.09520723981900506,0.18505791855203718,16.01432217194579
4,1,0.3,15.582055203619994,0.2832307692307708,0.09486877828054353,0.16988144796380183,16.05205429864262
4,1,0.4,19.525863348416394,0.29140814479638166,0.10057918552036257,0.15500452488687871,16.46828144796389
4,1,0.5,23.279869683258042,0.3004696832579202,0.10107692307692369,0.14291493212669765,16.885854298642627
4,1,0.6,26.455592760181137,0.31077375565611026,0.11435746606334914,0.1495475113122181,17.56353846153856
